REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
KJ24D67/013,A19330,Diploma in Social Work and Social Administration,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KJ25D67/002,A19282,Diploma in Social Work and Social Administration,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
KJ25D67/010,A19345,Diploma in Social Work and Social Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
KJ25D67/020,A19367,Diploma in Social Work and Social Administration,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KM24D67/005,A19298,Diploma in Social Work and Social Administration,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
KM25D67/005,A19306,Diploma in Social Work and Social Administration,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
KM25D67/010,A19334,Diploma in Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KS25D67/005,A19303,Diploma in Social Work and Social Administration,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M24D67/001,A19284,Diploma in Social Work and Social Administration,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
M24D67/004,A19297,Diploma in Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24D67/007,A19311,Diploma in Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
M24D67/009,A19318,Diploma in Social Work and Social Administration,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M24D67/011,A19333,Diploma in Social Work and Social Administration,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
M24D67/013,A19371,Diploma in Social Work and Social Administration,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25D67/002,A19291,Diploma in Social Work and Social Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M25D67/006,A19313,Diploma in Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25D67/009,A19331,Diploma in Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25D67/012,A19340,Diploma in Social Work and Social Administration,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
M25D67/014,A19348,Diploma in Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25D67/016,A19369,Diploma in Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24D67/001,A19289,Diploma in Social Work and Social Administration,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S24D67/003,A19305,Diploma in Social Work and Social Administration,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
S24D67/005,A19314,Diploma in Social Work and Social Administration,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
S24D67/007,A19323,Diploma in Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24D67/009,A19328,Diploma in Social Work and Social Administration,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S24D67/011,A19335,Diploma in Social Work and Social Administration,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S24D67/014,A19349,Diploma in Social Work and Social Administration,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
S24D67/016,A19356,Diploma in Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25D67/002,A19281,Diploma in Social Work and Social Administration,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25D67/004,A19290,Diploma in Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25D67/007,A19317,Diploma in Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25D67/009,A19341,Diploma in Social Work and Social Administration,Seeta High School,Kampala,Tier 2,Private/Faith-based
S25D67/011,A19358,Diploma in Social Work and Social Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
S25D67/013,A19374,Diploma in Social Work and Social Administration,Ntare School,Kampala,Tier 1,Public/Mixed
J24M65/001,A19383,Master of Arts in African Studies,Seeta High School,Kampala,Tier 2,Private/Faith-based
J24M65/005,A19402,Master of Arts in African Studies,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J24M65/007,A19421,Master of Arts in African Studies,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J24M65/009,A19424,Master of Arts in African Studies,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J24M65/012,A19441,Master of Arts in African Studies,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
J24M65/014,A19447,Master of Arts in African Studies,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
J25M65/001,A19379,Master of Arts in African Studies,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J25M65/003,A19390,Master of Arts in African Studies,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
J25M65/008,A19443,Master of Arts in African Studies,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KJ24M65/002,A19385,Master of Arts in African Studies,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KJ24M65/010,A19429,Master of Arts in African Studies,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
KJ25M65/006,A19428,Master of Arts in African Studies,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM24M65/008,A19411,Master of Arts in African Studies,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
KM25M65/008,A19416,Master of Arts in African Studies,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KS24M65/002,A19382,Master of Arts in African Studies,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
M24M65/001,A19380,Master of Arts in African Studies,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
M24M65/003,A19391,Master of Arts in African Studies,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M24M65/005,A19397,Master of Arts in African Studies,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
M24M65/007,A19407,Master of Arts in African Studies,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
M24M65/010,A19425,Master of Arts in African Studies,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M24M65/012,A19431,Master of Arts in African Studies,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24M65/014,A19436,Master of Arts in African Studies,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24M65/016,A19445,Master of Arts in African Studies,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25M65/002,A19378,Master of Arts in African Studies,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25M65/005,A19406,Master of Arts in African Studies,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M25M65/007,A19413,Master of Arts in African Studies,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
M25M65/010,A19444,Master of Arts in African Studies,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
S24M65/004,A19403,Master of Arts in African Studies,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24M65/006,A19409,Master of Arts in African Studies,Makerere College School,Kampala,Tier 2,Private/Faith-based
S24M65/008,A19419,Master of Arts in African Studies,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S25M65/001,A19386,Master of Arts in African Studies,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
S25M65/003,A19395,Master of Arts in African Studies,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
S25M65/005,A19399,Master of Arts in African Studies,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25M65/007,A19410,Master of Arts in African Studies,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S25M65/009,A19422,Master of Arts in African Studies,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S25M65/012,A19435,Master of Arts in African Studies,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S25M65/014,A19448,Master of Arts in African Studies,Lira Town College,Lira,Tier 2,Private/Faith-based
J24M60/001,A19455,Master of Counseling Psychology,Ngora High School,Soroti,Tier 2,Private/Faith-based
J24M60/004,A19493,Master of Counseling Psychology,Moroto High School,Moroto,Tier 2,Private/Faith-based
J24M60/007,A19500,Master of Counseling Psychology,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
J24M60/009,A19504,Master of Counseling Psychology,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24M60/014,A19518,Master of Counseling Psychology,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25M60/001,A19451,Master of Counseling Psychology,Ngora High School,Soroti,Tier 2,Private/Faith-based
J25M60/003,A19473,Master of Counseling Psychology,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KJ24M60/003,A19466,Master of Counseling Psychology,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
KJ24M60/010,A19507,Master of Counseling Psychology,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KJ24M60/013,A19512,Master of Counseling Psychology,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
KM25M60/004,A19464,Master of Counseling Psychology,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KM25M60/007,A19476,Master of Counseling Psychology,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
KM25M60/013,A19517,Master of Counseling Psychology,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
KS24M60/010,A19494,Master of Counseling Psychology,Moroto High School,Moroto,Tier 2,Private/Faith-based
KS25M60/007,A19488,Master of Counseling Psychology,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
M24M60/002,A19460,Master of Counseling Psychology,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
M24M60/004,A19475,Master of Counseling Psychology,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24M60/006,A19479,Master of Counseling Psychology,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
M24M60/008,A19484,Master of Counseling Psychology,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
M24M60/010,A19486,Master of Counseling Psychology,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
M24M60/012,A19492,Master of Counseling Psychology,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M24M60/015,A19515,Master of Counseling Psychology,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25M60/002,A19456,Master of Counseling Psychology,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
M25M60/005,A19465,Master of Counseling Psychology,Lira Town College,Lira,Tier 2,Private/Faith-based
M25M60/010,A19501,Master of Counseling Psychology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25M60/012,A19513,Master of Counseling Psychology,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
M25M60/015,A19521,Master of Counseling Psychology,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
S24M60/003,A19470,Master of Counseling Psychology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24M60/005,A19474,Master of Counseling Psychology,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S24M60/007,A19482,Master of Counseling Psychology,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
S24M60/009,A19489,Master of Counseling Psychology,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S25M60/002,A19454,Master of Counseling Psychology,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
S25M60/004,A19467,Master of Counseling Psychology,Gayaza High School,Kampala,Tier 1,Private/Faith-based
S25M60/008,A19491,Master of Counseling Psychology,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25M60/010,A19503,Master of Counseling Psychology,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M60/012,A19514,Master of Counseling Psychology,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed
J24M64/001,A19522,Master of Development Monitoring and Evaluation,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J24M64/003,A19539,Master of Development Monitoring and Evaluation,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24M64/005,A19548,Master of Development Monitoring and Evaluation,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J24M64/007,A19560,Master of Development Monitoring and Evaluation,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J24M64/009,A19575,Master of Development Monitoring and Evaluation,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24M64/011,A19586,Master of Development Monitoring and Evaluation,Makerere College School,Kampala,Tier 2,Private/Faith-based
J25M64/002,A19529,Master of Development Monitoring and Evaluation,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25M64/005,A19542,Master of Development Monitoring and Evaluation,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
J25M64/007,A19547,Master of Development Monitoring and Evaluation,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J25M64/009,A19553,Master of Development Monitoring and Evaluation,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25M64/013,A19570,Master of Development Monitoring and Evaluation,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J25M64/015,A19578,Master of Development Monitoring and Evaluation,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
J25M64/017,A19587,Master of Development Monitoring and Evaluation,Lira Town College,Lira,Tier 2,Private/Faith-based
J25M64/019,A19589,Master of Development Monitoring and Evaluation,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KJ25M64/010,A19556,Master of Development Monitoring and Evaluation,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM24M64/001,A19526,Master of Development Monitoring and Evaluation,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
KS24M64/010,A19568,Master of Development Monitoring and Evaluation,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KS25M64/006,A19579,Master of Development Monitoring and Evaluation,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M64/002,A19527,Master of Development Monitoring and Evaluation,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M24M64/004,A19536,Master of Development Monitoring and Evaluation,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24M64/006,A19546,Master of Development Monitoring and Evaluation,Lira Town College,Lira,Tier 2,Private/Faith-based
M24M64/008,A19554,Master of Development Monitoring and Evaluation,Namasagali College,Kamuli,Tier 1,Private/Faith-based
M24M64/010,A19569,Master of Development Monitoring and Evaluation,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M64/012,A19593,Master of Development Monitoring and Evaluation,Busoga High School,Iganga,Tier 2,Private/Faith-based
M25M64/002,A19524,Master of Development Monitoring and Evaluation,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
M25M64/004,A19558,Master of Development Monitoring and Evaluation,Makerere College School,Kampala,Tier 2,Private/Faith-based
M25M64/006,A19571,Master of Development Monitoring and Evaluation,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M25M64/008,A19580,Master of Development Monitoring and Evaluation,Gulu High School,Gulu,Tier 2,Private/Faith-based
