FACULTY,DEPARTMENT,PROGRAM,PROGRAM ID,SEMESTER_INDEX,COURSE_CODE,COURSE_TITLE,COURSE_UNITS,COURSE_TYPE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0105,Macroeconomics,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0106,Business Communication,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0107,Marketing Principles,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,2,MOP0201,Financial Accounting,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,2,MOP0202,Managerial Accounting,4,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,2,MOP0203,Business Statistics,2,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,2,MOP0204,Organizational Behavior,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,2,MOP0205,Human Resource Management,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,2,MOP0206,Financial Management,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0301,Operations Management,4,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0302,Strategic Management,2,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0303,Entrepreneurship,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0304,Business Law,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0305,Corporate Governance,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0306,Taxation,4,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,3,MOP0307,Procurement Management,2,ELECTIVE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,4,MOP0401,Supply Chain Management,2,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,4,MOP0402,Internship,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,4,MOP0403,Research Methods,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,4,MOP0404,Project,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,4,MOP0405,Principles of Management 2,4,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,4,MOP0406,Principles of Accounting 2,2,ELECTIVE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0101,Communication Skills,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0102,Critical Thinking,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0103,Research Methods,4,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0104,Entrepreneurship,2,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0105,Ethics and Integrity,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0106,Statistics,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,1,MOR0107,Project Planning,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,2,MOR0201,Field Attachment,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,2,MOR0202,Internship,4,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,2,MOR0203,Capstone Project,2,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,2,MOR0204,Professional Practice,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,2,MOR0205,Seminar,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,2,MOR0206,Communication Skills 2,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0301,Critical Thinking 2,4,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0302,Research Methods 2,2,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0303,Entrepreneurship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0304,Ethics and Integrity 2,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0305,Statistics 2,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0306,Project Planning 2,4,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,3,MOR0307,Field Attachment 2,2,ELECTIVE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,4,MOR0401,Internship 2,2,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,4,MOR0402,Capstone Project 2,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,4,MOR0403,Professional Practice 2,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,4,MOR0404,Seminar 2,3,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,4,MOR0405,Communication Skills 3,4,CORE
School of Social Sciences,Social Sciences,Master of Research and Public Policy,63,4,MOR0406,Critical Thinking 3,2,ELECTIVE
School of Social Sciences,Social Sciences,Master of Social Work,59,1,MOS0101,Introduction to Sociology,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,1,MOS0102,Social Work Practice,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,1,MOS0103,Community Development,4,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,1,MOS0104,Counselling Skills,2,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,1,MOS0105,Social Policy,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,1,MOS0106,Research Methods,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0201,Development Studies,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0202,Governance and Public Policy,4,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0203,International Relations Theory,2,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0204,Conflict Resolution,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0205,Public Administration,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0206,Gender Studies,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,2,MOS0207,Humanitarian Studies,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Social Work,59,3,MOS0301,Field Work,4,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,3,MOS0302,Project,2,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,3,MOS0303,Introduction to Sociology 2,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,3,MOS0304,Social Work Practice 2,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,3,MOS0305,Community Development 2,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,3,MOS0306,Counselling Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0401,Social Policy 2,2,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0402,Research Methods 2,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0403,Development Studies 2,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0404,Governance and Public Policy 2,3,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0405,International Relations Theory 2,4,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0406,Conflict Resolution 2,2,CORE
School of Social Sciences,Social Sciences,Master of Social Work,59,4,MOS0407,Public Administration 2,3,ELECTIVE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,1,PDM0101,Introduction to Sociology,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,1,PDM0102,Social Work Practice,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,1,PDM0103,Community Development,4,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,1,PDM0104,Counselling Skills,2,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,1,PDM0105,Social Policy,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,1,PDM0106,Research Methods,3,ELECTIVE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0201,Development Studies,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0202,Governance and Public Policy,4,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0203,International Relations Theory,2,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0204,Conflict Resolution,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0205,Public Administration,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0206,Gender Studies,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,2,PDM0207,Humanitarian Studies,4,ELECTIVE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,3,PDM0301,Field Work,4,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,3,PDM0302,Project,2,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,3,PDM0303,Introduction to Sociology 2,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,3,PDM0304,Social Work Practice 2,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,3,PDM0305,Community Development 2,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,3,PDM0306,Counselling Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0401,Social Policy 2,2,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0402,Research Methods 2,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0403,Development Studies 2,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0404,Governance and Public Policy 2,3,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0405,International Relations Theory 2,4,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0406,Conflict Resolution 2,2,CORE
School of Social Sciences,Social Sciences,PGD Development Monitoring and Evaluation,58,4,PDM0407,Public Administration 2,3,ELECTIVE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0101,Introduction to Sociology,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0102,Social Work Practice,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0103,Community Development,4,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0104,Counselling Skills,2,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0105,Social Policy,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0106,Research Methods,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,1,PPA0107,Development Studies,3,ELECTIVE
School of Social Sciences,Social Sciences,PGD Public Administration,57,2,PPA0201,Governance and Public Policy,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,2,PPA0202,International Relations Theory,4,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,2,PPA0203,Conflict Resolution,2,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,2,PPA0204,Public Administration,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,2,PPA0205,Gender Studies,3,CORE
School of Social Sciences,Social Sciences,PGD Public Administration,57,2,PPA0206,Humanitarian Studies,3,ELECTIVE
