REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
S25M88/036,A17779,Master of Laws in International Energy Law and Policy,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
S25M88/039,A17792,Master of Laws in International Energy Law and Policy,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
J22B73/003,A17883,Bachelor of Medicine and Bachelor of Surgery (MBChB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J22B73/005,A17890,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J22B73/008,A17920,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J22B73/010,A17933,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J22B73/012,A17954,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J22B73/014,A17986,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J22B73/016,A18023,Bachelor of Medicine and Bachelor of Surgery (MBChB),Butambala Secondary School,Butambala,Tier 2,Public/Mixed
J22B73/019,A18034,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J22B73/021,A18041,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J22B73/024,A18071,Bachelor of Medicine and Bachelor of Surgery (MBChB),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J22B73/026,A18090,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
J22B73/028,A18097,Bachelor of Medicine and Bachelor of Surgery (MBChB),King's College Budo,Kampala,Tier 1,Private/Faith-based
J22B73/030,A18099,Bachelor of Medicine and Bachelor of Surgery (MBChB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J22B73/032,A18114,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kumi Secondary School,Kumi,Tier 2,Public/Mixed
J22B73/036,A18166,Bachelor of Medicine and Bachelor of Surgery (MBChB),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
J22B73/041,A18222,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J22B73/044,A18333,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J22B73/047,A18373,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J22B73/049,A18409,Bachelor of Medicine and Bachelor of Surgery (MBChB),Lira Town College,Lira,Tier 2,Private/Faith-based
J22B73/053,A18433,Bachelor of Medicine and Bachelor of Surgery (MBChB),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
J22B73/055,A18458,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J23B73/001,A17816,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J23B73/003,A17836,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J23B73/006,A17866,Bachelor of Medicine and Bachelor of Surgery (MBChB),Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J23B73/010,A17958,Bachelor of Medicine and Bachelor of Surgery (MBChB),Ngora High School,Soroti,Tier 2,Private/Faith-based
J23B73/012,A17974,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J23B73/014,A17987,Bachelor of Medicine and Bachelor of Surgery (MBChB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J23B73/016,A18020,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J23B73/018,A18033,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J23B73/020,A18050,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J23B73/022,A18089,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
J23B73/025,A18111,Bachelor of Medicine and Bachelor of Surgery (MBChB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
J23B73/027,A18149,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
J23B73/030,A18196,Bachelor of Medicine and Bachelor of Surgery (MBChB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J23B73/032,A18208,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J23B73/035,A18247,Bachelor of Medicine and Bachelor of Surgery (MBChB),Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J23B73/039,A18310,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J23B73/041,A18350,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J23B73/043,A18363,Bachelor of Medicine and Bachelor of Surgery (MBChB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J23B73/045,A18385,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J23B73/047,A18412,Bachelor of Medicine and Bachelor of Surgery (MBChB),Gulu High School,Gulu,Tier 2,Private/Faith-based
J23B73/049,A18438,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J23B73/051,A18467,Bachelor of Medicine and Bachelor of Surgery (MBChB),Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J24B73/001,A17807,Bachelor of Medicine and Bachelor of Surgery (MBChB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
J24B73/003,A17829,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B73/005,A17868,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B73/007,A17882,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24B73/009,A17909,Bachelor of Medicine and Bachelor of Surgery (MBChB),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J24B73/012,A17928,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based
J24B73/015,A18002,Bachelor of Medicine and Bachelor of Surgery (MBChB),Makerere College School,Kampala,Tier 2,Private/Faith-based
J24B73/017,A18018,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mubende Secondary School,Mubende,Tier 2,Public/Mixed
J24B73/019,A18029,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24B73/021,A18057,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
J24B73/023,A18075,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
J24B73/025,A18119,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J24B73/029,A18139,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24B73/031,A18162,Bachelor of Medicine and Bachelor of Surgery (MBChB),Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
J24B73/033,A18185,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
J24B73/035,A18195,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B73/041,A18271,Bachelor of Medicine and Bachelor of Surgery (MBChB),Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J24B73/043,A18312,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24B73/045,A18319,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J24B73/047,A18327,Bachelor of Medicine and Bachelor of Surgery (MBChB),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J24B73/049,A18343,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24B73/051,A18357,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
J24B73/054,A18395,Bachelor of Medicine and Bachelor of Surgery (MBChB),Gulu High School,Gulu,Tier 2,Private/Faith-based
J24B73/056,A18416,Bachelor of Medicine and Bachelor of Surgery (MBChB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
J24B73/058,A18422,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25B73/002,A17805,Bachelor of Medicine and Bachelor of Surgery (MBChB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J25B73/005,A17834,Bachelor of Medicine and Bachelor of Surgery (MBChB),Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
J25B73/008,A17860,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25B73/010,A17869,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25B73/013,A17907,Bachelor of Medicine and Bachelor of Surgery (MBChB),Seeta High School,Kampala,Tier 2,Private/Faith-based
J25B73/015,A17935,Bachelor of Medicine and Bachelor of Surgery (MBChB),Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J25B73/017,A17945,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J25B73/020,A17952,Bachelor of Medicine and Bachelor of Surgery (MBChB),Gulu High School,Gulu,Tier 2,Private/Faith-based
J25B73/022,A17978,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J25B73/025,A18030,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J25B73/027,A18062,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25B73/030,A18101,Bachelor of Medicine and Bachelor of Surgery (MBChB),Gomba Secondary School,Gomba,Tier 2,Public/Mixed
J25B73/032,A18109,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25B73/034,A18140,Bachelor of Medicine and Bachelor of Surgery (MBChB),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
J25B73/037,A18164,Bachelor of Medicine and Bachelor of Surgery (MBChB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J25B73/039,A18190,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J25B73/042,A18205,Bachelor of Medicine and Bachelor of Surgery (MBChB),Seeta High School,Kampala,Tier 2,Private/Faith-based
J25B73/044,A18224,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J25B73/047,A18294,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J25B73/050,A18307,Bachelor of Medicine and Bachelor of Surgery (MBChB),Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
J25B73/052,A18325,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J25B73/054,A18347,Bachelor of Medicine and Bachelor of Surgery (MBChB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25B73/057,A18374,Bachelor of Medicine and Bachelor of Surgery (MBChB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J25B73/059,A18437,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J25B73/061,A18446,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mubende Secondary School,Mubende,Tier 2,Public/Mixed
J25B73/063,A18490,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
KJ22B73/006,A17898,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
KJ22B73/022,A18044,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ22B73/035,A18161,Bachelor of Medicine and Bachelor of Surgery (MBChB),Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
KJ22B73/039,A18184,Bachelor of Medicine and Bachelor of Surgery (MBChB),Gulu High School,Gulu,Tier 2,Private/Faith-based
KJ22B73/043,A18262,Bachelor of Medicine and Bachelor of Surgery (MBChB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KJ22B73/050,A18424,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ23B73/004,A17852,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
KJ23B73/008,A17951,Bachelor of Medicine and Bachelor of Surgery (MBChB),Moroto High School,Moroto,Tier 2,Private/Faith-based
KJ23B73/029,A18187,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
KJ23B73/037,A18291,Bachelor of Medicine and Bachelor of Surgery (MBChB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ23B73/053,A18487,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KJ24B73/014,A17991,Bachelor of Medicine and Bachelor of Surgery (MBChB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
KJ24B73/028,A18137,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
KJ24B73/038,A18223,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KJ24B73/040,A18258,Bachelor of Medicine and Bachelor of Surgery (MBChB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KJ24B73/060,A18493,Bachelor of Medicine and Bachelor of Surgery (MBChB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KJ25B73/004,A17826,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ25B73/011,A17874,Bachelor of Medicine and Bachelor of Surgery (MBChB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KJ25B73/023,A18012,Bachelor of Medicine and Bachelor of Surgery (MBChB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
KJ25B73/035,A18150,Bachelor of Medicine and Bachelor of Surgery (MBChB),Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
KJ25B73/045,A18245,Bachelor of Medicine and Bachelor of Surgery (MBChB),Butambala Secondary School,Butambala,Tier 2,Public/Mixed
