REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,STUDENT_LIST
KM24B68/003,A18910,Bachelor of Public Administration and Management,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
KM24B68/022,A19076,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
KM25B68/003,A18920,Bachelor of Public Administration and Management,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,List16
KM25B68/013,A19051,Bachelor of Public Administration and Management,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List16
KS23B68/011,A19000,Bachelor of Public Administration and Management,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List16
KS24B68/020,A19004,Bachelor of Public Administration and Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
KS24B68/022,A19020,Bachelor of Public Administration and Management,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
KS25B68/006,A18933,Bachelor of Public Administration and Management,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List16
KS25B68/012,A19006,Bachelor of Public Administration and Management,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List16
KS25B68/022,A19079,Bachelor of Public Administration and Management,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
M23B68/003,A18905,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
M23B68/005,A18918,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
M23B68/007,A18937,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
M23B68/010,A18978,Bachelor of Public Administration and Management,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,List16
M23B68/012,A18991,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
M23B68/015,A19017,Bachelor of Public Administration and Management,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,List16
M23B68/017,A19024,Bachelor of Public Administration and Management,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
M23B68/019,A19030,Bachelor of Public Administration and Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
M24B68/001,A18893,Bachelor of Public Administration and Management,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,List16
M24B68/004,A18922,Bachelor of Public Administration and Management,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,List16
M24B68/006,A18932,Bachelor of Public Administration and Management,Ntare School,Kampala,Tier 1,Public/Mixed,List16
M24B68/008,A18956,Bachelor of Public Administration and Management,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,List16
M24B68/010,A18962,Bachelor of Public Administration and Management,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,List16
M24B68/012,A18972,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
M24B68/015,A19010,Bachelor of Public Administration and Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,List16
M24B68/017,A19014,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
M24B68/019,A19044,Bachelor of Public Administration and Management,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,List16
M24B68/021,A19058,Bachelor of Public Administration and Management,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
M25B68/005,A18931,Bachelor of Public Administration and Management,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
M25B68/007,A18944,Bachelor of Public Administration and Management,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List16
M25B68/009,A18993,Bachelor of Public Administration and Management,Gayaza High School,Kampala,Tier 1,Private/Faith-based,List16
M25B68/011,A19019,Bachelor of Public Administration and Management,Ntare School,Kampala,Tier 1,Public/Mixed,List16
M25B68/014,A19052,Bachelor of Public Administration and Management,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
S23B68/001,A18909,Bachelor of Public Administration and Management,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
S23B68/003,A18938,Bachelor of Public Administration and Management,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List16
S23B68/005,A18959,Bachelor of Public Administration and Management,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List16
S23B68/007,A18975,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
S23B68/010,A18982,Bachelor of Public Administration and Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
S23B68/013,A19022,Bachelor of Public Administration and Management,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,List16
S23B68/015,A19033,Bachelor of Public Administration and Management,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
S23B68/017,A19045,Bachelor of Public Administration and Management,Muni Girls School,Arua,Tier 2,Private/Faith-based,List16
S24B68/001,A18890,Bachelor of Public Administration and Management,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,List16
S24B68/003,A18899,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
S24B68/005,A18913,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S24B68/007,A18929,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S24B68/009,A18936,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
S24B68/011,A18950,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S24B68/013,A18952,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
S24B68/015,A18973,Bachelor of Public Administration and Management,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,List16
S24B68/018,A18995,Bachelor of Public Administration and Management,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,List16
S24B68/023,A19026,Bachelor of Public Administration and Management,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List16
S24B68/026,A19035,Bachelor of Public Administration and Management,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
S24B68/028,A19037,Bachelor of Public Administration and Management,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
S24B68/030,A19050,Bachelor of Public Administration and Management,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List16
S25B68/001,A18889,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
S25B68/003,A18906,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S25B68/005,A18925,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
S25B68/009,A18968,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S25B68/011,A18998,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S25B68/014,A19046,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
S25B68/016,A19048,Bachelor of Public Administration and Management,Ngora High School,Soroti,Tier 2,Private/Faith-based,List16
S25B68/018,A19067,Bachelor of Public Administration and Management,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List16
S25B68/021,A19078,Bachelor of Public Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List16
J23B71/002,A19118,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
J23B71/004,A19138,Bachelor of Social Work and Social Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J23B71/008,A19156,Bachelor of Social Work and Social Administration,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
J23B71/010,A19169,Bachelor of Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
J23B71/014,A19202,Bachelor of Social Work and Social Administration,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
J23B71/020,A19241,Bachelor of Social Work and Social Administration,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List16
J23B71/022,A19266,Bachelor of Social Work and Social Administration,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,List16
J24B71/003,A19119,Bachelor of Social Work and Social Administration,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
J24B71/005,A19134,Bachelor of Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J24B71/007,A19145,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J24B71/009,A19163,Bachelor of Social Work and Social Administration,King's College Budo,Kampala,Tier 1,Private/Faith-based,List16
J24B71/011,A19190,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J24B71/013,A19227,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
J24B71/016,A19248,Bachelor of Social Work and Social Administration,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List16
J25B71/002,A19087,Bachelor of Social Work and Social Administration,Lira Town College,Lira,Tier 2,Private/Faith-based,List16
J25B71/005,A19140,Bachelor of Social Work and Social Administration,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,List16
J25B71/007,A19150,Bachelor of Social Work and Social Administration,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
J25B71/009,A19174,Bachelor of Social Work and Social Administration,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,List16
J25B71/011,A19183,Bachelor of Social Work and Social Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
J25B71/013,A19189,Bachelor of Social Work and Social Administration,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List16
J25B71/017,A19210,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
J25B71/020,A19233,Bachelor of Social Work and Social Administration,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,List16
J25B71/023,A19247,Bachelor of Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J25B71/025,A19260,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
J25B71/027,A19275,Bachelor of Social Work and Social Administration,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List16
KJ23B71/007,A19149,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
KJ23B71/012,A19187,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
KJ23B71/016,A19205,Bachelor of Social Work and Social Administration,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List16
KJ23B71/019,A19218,Bachelor of Social Work and Social Administration,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List16
KJ24B71/014,A19231,Bachelor of Social Work and Social Administration,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,List16
KJ25B71/003,A19093,Bachelor of Social Work and Social Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
KJ25B71/015,A19196,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
KJ25B71/022,A19244,Bachelor of Social Work and Social Administration,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,List16
KM23B71/013,A19224,Bachelor of Social Work and Social Administration,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,List16
KM24B71/005,A19111,Bachelor of Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KM24B71/014,A19165,Bachelor of Social Work and Social Administration,Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
KM25B71/002,A19090,Bachelor of Social Work and Social Administration,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
KM25B71/008,A19137,Bachelor of Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KM25B71/016,A19211,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
KM25B71/023,A19256,Bachelor of Social Work and Social Administration,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
KS23B71/006,A19124,Bachelor of Social Work and Social Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List16
KS23B71/013,A19216,Bachelor of Social Work and Social Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List16
KS24B71/007,A19142,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
KS24B71/011,A19177,Bachelor of Social Work and Social Administration,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List16
KS24B71/020,A19270,Bachelor of Social Work and Social Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
KS25B71/024,A19264,Bachelor of Social Work and Social Administration,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
M23B71/003,A19114,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
M23B71/005,A19127,Bachelor of Social Work and Social Administration,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,List16
M23B71/007,A19173,Bachelor of Social Work and Social Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
M23B71/009,A19188,Bachelor of Social Work and Social Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List16
M23B71/011,A19215,Bachelor of Social Work and Social Administration,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
M23B71/014,A19240,Bachelor of Social Work and Social Administration,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,List16
M23B71/016,A19267,Bachelor of Social Work and Social Administration,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List16
M24B71/002,A19088,Bachelor of Social Work and Social Administration,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
M24B71/006,A19112,Bachelor of Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
M24B71/008,A19129,Bachelor of Social Work and Social Administration,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
M24B71/010,A19148,Bachelor of Social Work and Social Administration,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
M24B71/013,A19159,Bachelor of Social Work and Social Administration,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
